"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9462","Search at the header contains results","","Thu Jan 16 00:51:03 GMT 2025","passed","Thu Jan 16 00:51:12 GMT 2025","","tests/searchTest.spec.js","",""
