"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8273","Search at the header contains results","","Mon Nov 25 00:56:18 GMT 2024","passed","Mon Nov 25 00:56:26 GMT 2024","","tests/searchTest.spec.js","",""
