"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5835","Search at the header contains results","","Sun Dec 01 01:05:48 GMT 2024","passed","Sun Dec 01 01:05:54 GMT 2024","","tests/searchTest.spec.js","",""
