"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10040","Search at the header contains results","","Sun Dec 22 00:57:16 GMT 2024","passed","Sun Dec 22 00:57:26 GMT 2024","","tests/searchTest.spec.js","",""
