"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7891","Search at the header contains results","","Sun Dec 29 00:57:35 GMT 2024","passed","Sun Dec 29 00:57:43 GMT 2024","","tests/searchTest.spec.js","",""
