"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7333","Search at the header contains results","","Sat Dec 07 00:56:13 GMT 2024","passed","Sat Dec 07 00:56:20 GMT 2024","","tests/searchTest.spec.js","",""
