"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6897","Search at the header contains results","","Sun Jan 26 00:52:50 GMT 2025","passed","Sun Jan 26 00:52:57 GMT 2025","","tests/searchTest.spec.js","",""
