"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7054","Search at the header contains results","","Tue Jan 28 00:51:30 GMT 2025","passed","Tue Jan 28 00:51:37 GMT 2025","","tests/searchTest.spec.js","",""
