"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6777","Search at the header contains results","","Mon Nov 11 00:52:55 GMT 2024","passed","Mon Nov 11 00:53:02 GMT 2024","","tests/searchTest.spec.js","",""
