"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8560","Search at the header contains results","","Mon Dec 30 00:57:30 GMT 2024","passed","Mon Dec 30 00:57:38 GMT 2024","","tests/searchTest.spec.js","",""
